Index,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Eurobarometer 88.4,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185
,,UE28,Homme,Femme, 15-24, 25-39, 40-54, 55 +, 15-24, 25-34,35-44,45-54,55-64,65-74,75+,Avant 1928,1928 - 1945,Total 'Avant 1946',"1946 - 1964 ""BB""","1965 - 1980 ""X""","Après 1980 ""Y""",15-,16-19,20+,Tjs étudiant,Indépendants,Cadres directeurs,Autres employés,Ouvriers,Femmes/ hommes au foyer,Chômeurs,Retraités,Etudiants,Marié,Célibataire vivant en couple,Célibataire,"Divorcé ou 
séparé",Veuf,Mén. d’une pers. sans enfants,Mén. d’une pers. avec enfants,Mén. de plus. pers. sans enfants,Mén. de plus. pers. avec enfants,1,2.0,3.0,4+,La plupart du temps,De temps en temps,Pratiquement jamais/ Jamais,La classe ouvrière,La classe moyenne inférieure,La classe moyenne,La classe moyenne supérieure,La classe supérieure,Oui,Non,Village rural,Petite moyenne ville,Grande ville,Tous les jours,Souvent/ Parfois,Jamais,Portable unique-ment,"Fixe 
unique-ment",Fixe & portable,Pas de tel.,+ +,+,-,- -,Fort,Moyen,Faible,Pas du tout,D'accord,Pas d'accord,D'accord,Pas d'accord,Gauche,Centre,Droite,Fréquem-ment,Occasion-nellement,Jamais,Satisfait(e) ,Pas satisfait(e) ,Positive,Neutre,Négative,"Homme 
15-24","Homme 
25-39","Homme 
40-54","Homme 
55+","Femme 
15-24","Femme 
25-39","Femme 
40-54","Femme 
55+",Presque quotidienne ,Plusieurs fois par semaine,Occasion-nellment,Jamais,Presque quotidienne ,Plusieurs fois par semaine,Occasion-nellment,Jamais,Presque quotidienne ,Plusieurs fois par semaine,Occasion-nellment,Jamais,1-3 jours,4-7 jours,Jamais,2h30 ou moins,2h31 à 5h30,5h31 à 8h30,8h31 ou plus,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-,-,-,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EU28,Man,Woman,,,,,,,,,,,,Before 1928,1928 - 1945,Total 'Before 1946',"1946 - 1964 ""BB""","1965 - 1980 ""X""","After 1980 ""Y""",,,,Still studying,Self- employed,Managers,Other white collars,Manual workers,House persons,Unemployed,Retired,Students,Married,Single living with a partner,Single,Divorced or separated,Widow,Single Household without children,Single Household with children,Multiple Household without children,Household with children,,,,,Most of the time,From time to time,Almost never/ Never,The working class,The lower middle class,The middle class,The upper middle class,The upper class,Yes,No,Rural village,Small/ mid size town,Large town,Everyday,Often/ Sometimes,Never,Mobile only,Landline only,Landline & mobile,No tel.,,,,,Strong,Medium,Low,Not at all,Agree,Disagree,Agree,Disagree,Left,Centre,Right,Fre-quently,Occasio-nally,Never,Satisfied,Not satisfied,Positive,Neutral,Negative,Male 15-24,Male 25-39,Male 40-54,Male 55+,Female 15-24,Female 25-39,Female 40-54,Female 55+,Almost daily,A few times a week,Occasionally,Never,Almost daily,A few times a week,Occasionally,Never,Almost daily,A few times a week,Occasionally,Never,1-3 days,4-7 days,Never,2h30 or less,2h31 to 5h30,5h31 to 8h30,8h31 or more,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TOTAL,28031,13524,14507,3640,6470,7031,10890,3640,4107,4599,4794,4118,4141,2630,84,3565,3649,8120,7535,8726,4694,11788,8518,2435,2184,3057,3379,6005,1528,1771,7672,2435,14176,3332,5948,1882,2372,8528,1675,8651,8857,5630,9491.0,5144.0,7767,2124,6762,18404,7050,4010,13022,2530,222,18692,9339,8208,12503,7288,20464,2704,4131,10184,1400,15849,598,3343,9982,7574,7132,3876,12152,4884,7119,11445,14705,15642,11152,7511,9828,4799,3371,13268,11258,23541,4233,11105,11374,4848,1875,3260,3520,4869,1766,3209,3511,6021,1990,9126,3945,12897,3840,8375,5782,9913,4918,10868,4196,8049,6417,17251,4178,4579,11326,8105,3275,1602,26389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tout à fait d’accord,8249,4239,4010,1187,1925,2229,2909,1187,1210,1389,1554,1127,1139,643,10,902,913,2338,2308,2691,991,3153,3135,857,669,1230,1061,1600,328,450,2055,857,4161,1075,1797,573,542,2380,531,2523,2713,1595,2839.0,1498.0,2317,428,1373,6241,1476,966,4244,1186,107,5581,2668,2362,3768,2116,6819,623,748,2522,227,5431,69,1390,2924,2055,1880,1643,3698,1335,1573,4168,3638,5691,2307,2452,3157,1452,1404,4120,2710,7501,728,3718,3136,1273,693,1016,1153,1377,493,909,1076,1532,793,3628,1050,2774,1641,3024,1551,2015,2037,3906,904,1402,1718,5715,780,1362,3343,2344,1081,815,7432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Totally agree,0.29,0.31,0.28,0.33,0.3,0.32,0.27,0.33,0.29,0.3,0.32,0.27,0.28,0.24,0.12,0.25,0.25,0.29,0.31,0.31,0.21,0.27,0.37,0.35,0.31,0.4,0.31,0.27,0.21,0.26,0.27,0.35,0.29,0.32,0.3,0.3,0.23,0.28,0.32,0.29,0.31,0.28,0.3,0.29,0.3,0.2,0.2,0.34,0.21,0.24,0.33,0.47,0.49,0.3,0.29,0.29,0.3,0.29,0.33,0.23,0.18,0.25,0.16,0.34,0.12,0.41,0.29,0.27,0.27,0.43,0.3,0.27,0.22,0.37,0.25,0.36,0.21,0.33,0.32,0.3,0.41,0.31,0.24,0.32,0.17,0.33,0.27,0.26,0.37,0.31,0.33,0.28,0.28,0.28,0.31,0.26,0.4,0.4,0.27,0.22,0.43,0.36,0.27,0.2,0.41,0.36,0.21,0.17,0.27,0.33,0.19,0.3,0.3,0.29,0.33,0.51,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Plutôt d’accord,12265,5869,6396,1681,2962,3068,4554,1681,1920,2055,2055,1819,1681,1054,38,1415,1453,3446,3327,4038,1927,5267,3772,1102,931,1290,1569,2823,626,760,3164,1102,6112,1527,2808,772,923,3845,659,3812,3826,2449,4052.0,2259.0,3505,785,3104,8096,3066,1798,5935,959,78,7952,4313,3150,5799,3307,9242,1199,1589,4446,564,7089,166,1275,4632,3435,2922,1482,5494,2171,3118,5106,6428,6961,4844,3293,4477,2079,1306,6003,4890,10650,1535,4912,5185,1998,870,1468,1459,2072,811,1493,1609,2482,786,4073,1909,5470,1417,3691,2795,4318,1882,4883,2035,3465,3030,7393,1769,1901,5185,3632,1270,577,11672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tend to agree,0.44,0.43,0.44,0.46,0.46,0.44,0.42,0.46,0.47,0.45,0.43,0.44,0.41,0.4,0.46,0.4,0.4,0.43,0.44,0.46,0.41,0.45,0.44,0.45,0.43,0.42,0.47,0.47,0.41,0.43,0.41,0.45,0.43,0.46,0.47,0.41,0.39,0.45,0.39,0.44,0.43,0.44,0.43,0.44,0.45,0.37,0.46,0.44,0.43,0.45,0.46,0.38,0.35,0.42,0.46,0.38,0.46,0.45,0.45,0.44,0.38,0.44,0.41,0.45,0.28,0.38,0.46,0.45,0.41,0.38,0.45,0.45,0.44,0.45,0.43,0.45,0.43,0.44,0.46,0.43,0.39,0.45,0.43,0.45,0.36,0.44,0.46,0.41,0.46,0.45,0.42,0.43,0.46,0.47,0.46,0.41,0.39,0.45,0.48,0.42,0.37,0.44,0.48,0.44,0.38,0.45,0.48,0.43,0.47,0.43,0.42,0.41,0.46,0.45,0.39,0.36,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Plutôt pas d’accord,3522,1700,1822,428,851,948,1295,428,538,621,640,551,507,237,9,334,342,1058,1039,1083,686,1643,840,282,330,303,418,824,257,250,858,282,1902,384,690,245,268,1025,178,1027,1259,641,1130.0,720.0,1031,391,1121,1925,1017,662,1463,212,14,2419,1103,1343,1338,836,2358,450,603,1550,141,1718,113,359,1308,992,864,403,1543,681,895,1169,2174,1517,1894,863,1183,650,359,1616,1528,2643,841,1202,1483,759,185,405,500,611,243,446,449,684,235,860,561,1843,360,931,794,1414,481,1182,659,1200,840,1992,657,699,1387,995,348,150,3362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tend to disagree,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.12,0.13,0.14,0.13,0.13,0.12,0.09,0.1,0.09,0.09,0.13,0.14,0.13,0.15,0.14,0.1,0.12,0.15,0.1,0.12,0.14,0.17,0.14,0.11,0.12,0.13,0.11,0.12,0.13,0.11,0.12,0.11,0.12,0.14,0.11,0.12,0.14,0.13,0.18,0.17,0.1,0.14,0.17,0.11,0.08,0.06,0.13,0.12,0.16,0.11,0.12,0.12,0.17,0.15,0.15,0.1,0.11,0.19,0.11,0.13,0.13,0.12,0.1,0.13,0.14,0.13,0.1,0.15,0.1,0.17,0.11,0.12,0.14,0.11,0.12,0.14,0.11,0.2,0.11,0.13,0.16,0.1,0.13,0.14,0.12,0.14,0.14,0.13,0.11,0.12,0.09,0.14,0.14,0.09,0.11,0.14,0.14,0.1,0.11,0.16,0.15,0.13,0.12,0.16,0.15,0.12,0.12,0.11,0.09,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pas du tout d’accord,1457,685,771,149,392,341,575,149,242,253,238,228,223,124,8,182,190,431,389,447,316,725,293,71,133,88,186,323,115,145,395,71,791,159,259,91,126,379,97,443,508,210,511.0,280.0,456,211,506,706,540,245,542,73,11,1072,385,649,494,314,894,170,295,701,74,572,110,162,475,369,450,154,546,262,496,388,991,519,880,361,397,257,130,568,748,984,445,500,587,303,61,204,186,234,88,188,155,341,92,250,168,943,171,322,255,699,227,394,237,598,311,857,284,265,591,411,139,44,1412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Totally disagree,0.05,0.05,0.05,0.04,0.06,0.05,0.05,0.04,0.06,0.05,0.05,0.06,0.05,0.05,0.09,0.05,0.05,0.05,0.05,0.05,0.07,0.06,0.03,0.03,0.06,0.03,0.06,0.05,0.08,0.08,0.05,0.03,0.06,0.05,0.04,0.05,0.05,0.04,0.06,0.05,0.06,0.04,0.05,0.05,0.06,0.1,0.07,0.04,0.08,0.06,0.04,0.03,0.05,0.06,0.04,0.08,0.04,0.04,0.04,0.06,0.07,0.07,0.05,0.04,0.18,0.05,0.05,0.05,0.06,0.04,0.05,0.05,0.07,0.03,0.07,0.03,0.08,0.05,0.04,0.05,0.04,0.05,0.07,0.04,0.11,0.05,0.05,0.06,0.03,0.06,0.05,0.05,0.05,0.06,0.04,0.06,0.05,0.03,0.04,0.07,0.04,0.04,0.04,0.07,0.05,0.04,0.06,0.08,0.05,0.05,0.07,0.06,0.05,0.05,0.04,0.03,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NSP,2538,1030,1508,196,341,445,1556,196,197,281,308,392,591,572,19,732,751,846,473,468,774,1000,478,123,121,145,145,435,202,166,1201,123,1211,188,394,202,513,899,209,847,551,735,958.0,387.0,458,310,657,1437,951,339,838,99,11,1667,871,704,1104,715,1151,262,896,965,394,1039,140,158,642,723,1016,195,872,434,1037,614,1475,955,1227,542,614,361,171,961,1381,1763,684,774,984,514,66,167,223,574,130,174,222,982,84,314,258,1866,250,408,387,1468,292,503,360,1384,517,1295,688,351,819,723,436,16,2512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DK,0.09,0.08,0.1,0.05,0.05,0.06,0.14,0.05,0.05,0.06,0.07,0.1,0.14,0.22,0.23,0.21,0.21,0.1,0.06,0.05,0.16,0.08,0.06,0.05,0.05,0.05,0.04,0.07,0.13,0.09,0.16,0.05,0.09,0.06,0.07,0.11,0.22,0.11,0.12,0.1,0.06,0.13,0.1,0.08,0.06,0.15,0.1,0.08,0.14,0.08,0.06,0.04,0.05,0.09,0.09,0.09,0.09,0.1,0.06,0.1,0.22,0.09,0.28,0.06,0.23,0.05,0.07,0.1,0.14,0.05,0.07,0.09,0.14,0.05,0.1,0.06,0.11,0.07,0.06,0.08,0.05,0.07,0.12,0.08,0.16,0.07,0.09,0.11,0.04,0.05,0.06,0.12,0.07,0.05,0.06,0.16,0.04,0.03,0.07,0.15,0.07,0.05,0.07,0.15,0.06,0.04,0.09,0.17,0.08,0.07,0.16,0.08,0.07,0.09,0.13,0.01,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total 'D'accord',20514,10108,10406,2868,4887,5297,7463,2868,3131,3444,3609,2946,2820,1696,49,2317,2366,5785,5634,6729,2918,8420,6907,1959,1599,2520,2630,4423,954,1210,5219,1959,10272,2602,4605,1345,1465,6225,1190,6335,6539,4044,6892.0,3757.0,5822,1212,4477,14336,4541,2764,10179,2146,186,13533,6981,5511,9567,5424,16061,1822,2336,6968,792,12520,235,2665,7557,5490,4802,3125,9192,3507,4691,9274,10065,12652,7151,5745,7634,3531,2711,10123,7601,18151,2263,8629,8321,3271,1563,2484,2611,3449,1305,2402,2685,4014,1579,7701,2959,8244,3058,6715,4346,6332,3918,8790,2939,4866,4748,13108,2549,3264,8528,5976,2351,1392,19104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
