Index,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Eurobarometer 88.4,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185
,,UE28,Homme,Femme, 15-24, 25-39, 40-54, 55 +, 15-24, 25-34,35-44,45-54,55-64,65-74,75+,Avant 1928,1928 - 1945,Total 'Avant 1946',"1946 - 1964 ""BB""","1965 - 1980 ""X""","Après 1980 ""Y""",15-,16-19,20+,Tjs étudiant,Indépendants,Cadres directeurs,Autres employés,Ouvriers,Femmes/ hommes au foyer,Chômeurs,Retraités,Etudiants,Marié,Célibataire vivant en couple,Célibataire,"Divorcé ou 
séparé",Veuf,Mén. d’une pers. sans enfants,Mén. d’une pers. avec enfants,Mén. de plus. pers. sans enfants,Mén. de plus. pers. avec enfants,1,2.0,3.0,4+,La plupart du temps,De temps en temps,Pratiquement jamais/ Jamais,La classe ouvrière,La classe moyenne inférieure,La classe moyenne,La classe moyenne supérieure,La classe supérieure,Oui,Non,Village rural,Petite moyenne ville,Grande ville,Tous les jours,Souvent/ Parfois,Jamais,Portable unique-ment,"Fixe 
unique-ment",Fixe & portable,Pas de tel.,+ +,+,-,- -,Fort,Moyen,Faible,Pas du tout,D'accord,Pas d'accord,D'accord,Pas d'accord,Gauche,Centre,Droite,Fréquem-ment,Occasion-nellement,Jamais,Satisfait(e) ,Pas satisfait(e) ,Positive,Neutre,Négative,"Homme 
15-24","Homme 
25-39","Homme 
40-54","Homme 
55+","Femme 
15-24","Femme 
25-39","Femme 
40-54","Femme 
55+",Presque quotidienne ,Plusieurs fois par semaine,Occasion-nellment,Jamais,Presque quotidienne ,Plusieurs fois par semaine,Occasion-nellment,Jamais,Presque quotidienne ,Plusieurs fois par semaine,Occasion-nellment,Jamais,1-3 jours,4-7 jours,Jamais,2h30 ou moins,2h31 à 5h30,5h31 à 8h30,8h31 ou plus,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-,-,-,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EU28,Man,Woman,,,,,,,,,,,,Before 1928,1928 - 1945,Total 'Before 1946',"1946 - 1964 ""BB""","1965 - 1980 ""X""","After 1980 ""Y""",,,,Still studying,Self- employed,Managers,Other white collars,Manual workers,House persons,Unemployed,Retired,Students,Married,Single living with a partner,Single,Divorced or separated,Widow,Single Household without children,Single Household with children,Multiple Household without children,Household with children,,,,,Most of the time,From time to time,Almost never/ Never,The working class,The lower middle class,The middle class,The upper middle class,The upper class,Yes,No,Rural village,Small/ mid size town,Large town,Everyday,Often/ Sometimes,Never,Mobile only,Landline only,Landline & mobile,No tel.,,,,,Strong,Medium,Low,Not at all,Agree,Disagree,Agree,Disagree,Left,Centre,Right,Fre-quently,Occasio-nally,Never,Satisfied,Not satisfied,Positive,Neutral,Negative,Male 15-24,Male 25-39,Male 40-54,Male 55+,Female 15-24,Female 25-39,Female 40-54,Female 55+,Almost daily,A few times a week,Occasionally,Never,Almost daily,A few times a week,Occasionally,Never,Almost daily,A few times a week,Occasionally,Never,1-3 days,4-7 days,Never,2h30 or less,2h31 to 5h30,5h31 to 8h30,8h31 or more,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TOTAL,28031,13524,14507,3640,6470,7031,10890,3640,4107,4599,4794,4118,4141,2630,84,3565,3649,8120,7535,8726,4694,11788,8518,2435,2184,3057,3379,6005,1528,1771,7672,2435,14176,3332,5948,1882,2372,8528,1675,8651,8857,5630,9491.0,5144.0,7767,2124,6762,18404,7050,4010,13022,2530,222,18692,9339,8208,12503,7288,20464,2704,4131,10184,1400,15849,598,3343,9982,7574,7132,3876,12152,4884,7119,11445,14705,15642,11152,7511,9828,4799,3371,13268,11258,23541,4233,11105,11374,4848,1875,3260,3520,4869,1766,3209,3511,6021,1990,9126,3945,12897,3840,8375,5782,9913,4918,10868,4196,8049,6417,17251,4178,4579,11326,8105,3275,1602,26389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30 minutes ou moins,11243,5472,5771,1617,2664,2812,4149,1617,1685,1935,1856,1547,1567,1036,37,1385,1422,3031,3080,3710,1802,4502,3534,1172,806,1334,1523,2242,579,679,2909,1172,5575,1291,2607,711,934,3587,665,3417,3448,2265,3686.0,2065.0,3227,850,2839,7233,2788,1672,5170,1047,90,7365,3878,3198,4841,3194,8238,1117,1555,4113,533,6346,251,1347,4142,3092,2662,1443,4967,2105,2728,4488,6028,6313,4454,3064,3964,1808,1239,5437,4517,9363,1760,4529,4547,1893,859,1354,1490,1769,759,1310,1322,2380,572,3630,1809,5209,1302,3301,2686,3906,1607,4510,1976,3151,3626,6812,771,1636,4120,3798,1464,594,10632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30 minutes or less,0.4,0.4,0.4,0.44,0.41,0.4,0.38,0.44,0.41,0.42,0.39,0.37,0.38,0.39,0.44,0.39,0.39,0.37,0.41,0.42,0.38,0.38,0.41,0.48,0.37,0.44,0.45,0.37,0.38,0.38,0.38,0.48,0.39,0.39,0.44,0.38,0.39,0.42,0.4,0.39,0.39,0.4,0.39,0.4,0.42,0.4,0.42,0.39,0.39,0.42,0.4,0.41,0.41,0.39,0.41,0.39,0.39,0.44,0.4,0.41,0.38,0.41,0.38,0.4,0.42,0.4,0.42,0.41,0.37,0.37,0.41,0.43,0.38,0.39,0.41,0.4,0.4,0.41,0.4,0.38,0.37,0.41,0.4,0.4,0.42,0.41,0.4,0.39,0.46,0.41,0.42,0.36,0.43,0.41,0.38,0.4,0.29,0.4,0.46,0.4,0.34,0.39,0.46,0.39,0.33,0.41,0.47,0.39,0.57,0.39,0.18,0.36,0.37,0.47,0.45,0.37,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,31 à 60 minutes,8520,3894,4626,1106,2020,2149,3244,1106,1292,1386,1493,1265,1282,696,8,1003,1011,2520,2301,2688,1324,3546,2780,762,686,931,1031,1754,522,546,2289,762,4451,978,1796,574,635,2539,465,2599,2830,1601,2924.0,1573.0,2422,538,1828,5971,2031,1120,4129,847,70,5907,2613,2393,4000,2122,6462,807,1153,3063,331,5020,106,1098,3152,2366,1904,1321,3793,1453,1952,3642,4295,5029,3148,2375,3056,1477,1115,4172,3193,7456,1036,3682,3297,1382,527,901,951,1514,579,1119,1198,1730,748,3304,1179,3284,1324,2993,1763,2433,1739,3812,1199,1770,1926,6292,277,1400,3842,2336,809,574,7943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,31 to 60 minutes,0.3,0.29,0.32,0.3,0.31,0.31,0.3,0.3,0.31,0.3,0.31,0.31,0.31,0.27,0.09,0.28,0.28,0.31,0.3,0.31,0.28,0.3,0.33,0.31,0.31,0.3,0.31,0.29,0.34,0.31,0.3,0.31,0.31,0.29,0.3,0.3,0.27,0.3,0.28,0.3,0.32,0.28,0.31,0.31,0.31,0.25,0.27,0.32,0.29,0.28,0.32,0.34,0.31,0.32,0.28,0.29,0.32,0.29,0.32,0.3,0.28,0.3,0.24,0.32,0.18,0.33,0.32,0.31,0.27,0.34,0.31,0.3,0.28,0.32,0.29,0.32,0.28,0.32,0.31,0.31,0.33,0.31,0.28,0.32,0.24,0.33,0.29,0.29,0.28,0.28,0.27,0.31,0.33,0.35,0.34,0.29,0.37,0.36,0.3,0.26,0.34,0.36,0.31,0.25,0.35,0.35,0.29,0.22,0.3,0.36,0.06,0.3,0.34,0.29,0.25,0.36,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,61 à 90 minutes,2607,1296,1311,355,632,654,965,355,449,377,461,410,372,183,2,264,266,797,645,899,357,1176,862,184,178,294,302,637,163,186,662,184,1358,360,542,167,144,697,156,878,839,449,984.0,490.0,684,172,560,1845,587,380,1295,255,21,1676,932,750,1137,719,2059,225,281,914,93,1569,31,352,914,683,658,445,1151,414,598,1171,1287,1542,963,767,954,397,412,1271,914,2266,334,955,1172,444,177,323,330,467,179,309,325,499,319,1013,350,920,452,998,489,646,634,1170,320,483,446,2085,70,509,1276,627,168,181,2424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,61 to 90 minutes,0.09,0.09,0.09,0.1,0.1,0.09,0.09,0.1,0.11,0.08,0.1,0.1,0.09,0.07,0.03,0.07,0.07,0.1,0.08,0.1,0.08,0.1,0.1,0.08,0.08,0.1,0.09,0.11,0.11,0.11,0.09,0.08,0.1,0.11,0.09,0.09,0.06,0.08,0.09,0.1,0.09,0.08,0.1,0.09,0.09,0.08,0.08,0.1,0.08,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.09,0.1,0.1,0.08,0.07,0.09,0.07,0.1,0.05,0.11,0.09,0.09,0.09,0.12,0.09,0.09,0.08,0.1,0.09,0.1,0.09,0.1,0.1,0.08,0.12,0.1,0.08,0.09,0.08,0.09,0.1,0.09,0.09,0.1,0.1,0.1,0.1,0.09,0.09,0.08,0.16,0.11,0.09,0.07,0.12,0.12,0.08,0.07,0.13,0.11,0.08,0.06,0.07,0.12,0.02,0.11,0.11,0.08,0.05,0.11,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,91 à 120 minutes,978,528,450,142,204,267,365,142,124,161,185,139,153,73,0,104,104,294,291,289,124,463,284,84,92,95,107,222,41,78,260,84,464,120,215,87,76,307,71,277,307,205,317.0,164.0,292,64,190,700,268,109,462,75,10,648,330,339,424,214,773,94,101,343,51,575,9,113,340,290,235,163,438,140,237,459,462,615,330,262,391,180,153,467,356,840,133,390,408,160,91,118,134,185,51,86,133,180,141,369,117,350,245,359,164,206,325,393,96,164,131,815,31,210,457,246,55,95,881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,91 to 120 minutes,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.04,0.03,0.04,0.03,- ,0.03,0.03,0.03,0.04,0.03,0.03,0.04,0.03,0.03,0.04,0.03,0.03,0.04,0.03,0.04,0.03,0.03,0.03,0.04,0.04,0.05,0.03,0.04,0.04,0.03,0.03,0.04,0.03,0.03,0.04,0.03,0.03,0.04,0.04,0.03,0.03,0.03,0.05,0.03,0.04,0.04,0.03,0.03,0.04,0.04,0.02,0.03,0.04,0.04,0.01,0.03,0.03,0.04,0.03,0.04,0.04,0.03,0.03,0.04,0.03,0.04,0.03,0.03,0.04,0.04,0.05,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.05,0.04,0.04,0.04,0.03,0.03,0.04,0.03,0.07,0.04,0.03,0.03,0.06,0.04,0.03,0.02,0.07,0.04,0.02,0.02,0.02,0.05,0.01,0.05,0.04,0.03,0.02,0.06,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Plus de 120 minutes,1105,647,458,134,342,314,316,134,210,229,215,189,91,36,1,55,57,295,349,405,140,565,343,52,112,140,79,429,37,91,164,52,502,213,229,116,43,289,99,303,412,171,331.0,229.0,374,99,255,726,363,179,443,71,5,724,382,363,478,264,901,99,95,382,23,687,13,145,326,291,344,156,429,168,352,443,617,568,499,315,421,141,145,455,495,949,149,353,496,236,75,224,178,169,59,117,135,147,134,360,173,436,293,334,182,293,342,401,144,218,85,992,28,278,580,165,68,74,1026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,More than 120 minutes,0.04,0.05,0.03,0.04,0.05,0.04,0.03,0.04,0.05,0.05,0.04,0.05,0.02,0.01,0.02,0.02,0.02,0.04,0.05,0.05,0.03,0.05,0.04,0.02,0.05,0.05,0.02,0.07,0.02,0.05,0.02,0.02,0.04,0.06,0.04,0.06,0.02,0.03,0.06,0.04,0.05,0.03,0.03,0.04,0.05,0.05,0.04,0.04,0.05,0.05,0.03,0.03,0.02,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.02,0.04,0.01,0.04,0.02,0.04,0.03,0.04,0.05,0.04,0.04,0.03,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.05,0.04,0.04,0.03,0.04,0.05,0.04,0.07,0.05,0.03,0.03,0.04,0.04,0.02,0.07,0.04,0.04,0.03,0.08,0.04,0.03,0.03,0.07,0.04,0.03,0.03,0.01,0.06,0.01,0.06,0.05,0.02,0.02,0.05,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ne marche jamais 10 minutes consécutives,3102,1443,1658,234,488,705,1674,234,271,434,488,485,621,568,32,703,735,1041,750,576,888,1300,580,159,273,197,278,581,171,158,1284,159,1551,320,487,199,520,1003,202,1020,851,850,1100.0,493.0,658,377,977,1662,904,494,1318,207,21,2092,1010,1028,1425,636,1737,299,861,1127,341,1462,171,242,970,745,1145,293,1153,545,1111,1055,1791,1345,1565,663,899,696,265,1225,1599,2278,759,1024,1231,679,127,279,362,674,107,209,343,1000,64,342,263,2425,164,297,407,2228,203,457,391,2051,115,85,2887,498,924,837,670,68,3031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Never walk for 10 minutes at a time,0.11,0.11,0.11,0.07,0.08,0.1,0.15,0.07,0.07,0.09,0.1,0.12,0.15,0.22,0.38,0.2,0.2,0.13,0.1,0.07,0.19,0.11,0.07,0.07,0.13,0.06,0.08,0.1,0.11,0.09,0.17,0.07,0.11,0.1,0.08,0.11,0.22,0.12,0.12,0.12,0.1,0.15,0.12,0.1,0.08,0.18,0.14,0.09,0.13,0.12,0.1,0.08,0.09,0.11,0.11,0.13,0.11,0.09,0.09,0.11,0.21,0.11,0.24,0.09,0.29,0.07,0.1,0.1,0.16,0.08,0.09,0.11,0.16,0.09,0.12,0.09,0.14,0.09,0.09,0.14,0.08,0.09,0.14,0.1,0.18,0.09,0.11,0.14,0.07,0.08,0.1,0.14,0.06,0.06,0.1,0.17,0.03,0.04,0.07,0.19,0.04,0.04,0.07,0.22,0.04,0.04,0.09,0.25,0.02,0.01,0.69,0.11,0.08,0.1,0.2,0.04,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
