Index,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Eurobarometer 88.4,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185
,,UE28,Homme,Femme, 15-24, 25-39, 40-54, 55 +, 15-24, 25-34,35-44,45-54,55-64,65-74,75+,Avant 1928,1928 - 1945,Total 'Avant 1946',"1946 - 1964 ""BB""","1965 - 1980 ""X""","Après 1980 ""Y""",15-,16-19,20+,Tjs étudiant,Indépendants,Cadres directeurs,Autres employés,Ouvriers,Femmes/ hommes au foyer,Chômeurs,Retraités,Etudiants,Marié,Célibataire vivant en couple,Célibataire,"Divorcé ou 
séparé",Veuf,Mén. d’une pers. sans enfants,Mén. d’une pers. avec enfants,Mén. de plus. pers. sans enfants,Mén. de plus. pers. avec enfants,1,2.0,3.0,4+,La plupart du temps,De temps en temps,Pratiquement jamais/ Jamais,La classe ouvrière,La classe moyenne inférieure,La classe moyenne,La classe moyenne supérieure,La classe supérieure,Oui,Non,Village rural,Petite moyenne ville,Grande ville,Tous les jours,Souvent/ Parfois,Jamais,Portable unique-ment,"Fixe 
unique-ment",Fixe & portable,Pas de tel.,+ +,+,-,- -,Fort,Moyen,Faible,Pas du tout,D'accord,Pas d'accord,D'accord,Pas d'accord,Gauche,Centre,Droite,Fréquem-ment,Occasion-nellement,Jamais,Satisfait(e) ,Pas satisfait(e) ,Positive,Neutre,Négative,"Homme 
15-24","Homme 
25-39","Homme 
40-54","Homme 
55+","Femme 
15-24","Femme 
25-39","Femme 
40-54","Femme 
55+",Presque quotidienne ,Plusieurs fois par semaine,Occasion-nellment,Jamais,Presque quotidienne ,Plusieurs fois par semaine,Occasion-nellment,Jamais,Presque quotidienne ,Plusieurs fois par semaine,Occasion-nellment,Jamais,1-3 jours,4-7 jours,Jamais,2h30 ou moins,2h31 à 5h30,5h31 à 8h30,8h31 ou plus,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-,-,-,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EU28,Man,Woman,,,,,,,,,,,,Before 1928,1928 - 1945,Total 'Before 1946',"1946 - 1964 ""BB""","1965 - 1980 ""X""","After 1980 ""Y""",,,,Still studying,Self- employed,Managers,Other white collars,Manual workers,House persons,Unemployed,Retired,Students,Married,Single living with a partner,Single,Divorced or separated,Widow,Single Household without children,Single Household with children,Multiple Household without children,Household with children,,,,,Most of the time,From time to time,Almost never/ Never,The working class,The lower middle class,The middle class,The upper middle class,The upper class,Yes,No,Rural village,Small/ mid size town,Large town,Everyday,Often/ Sometimes,Never,Mobile only,Landline only,Landline & mobile,No tel.,,,,,Strong,Medium,Low,Not at all,Agree,Disagree,Agree,Disagree,Left,Centre,Right,Fre-quently,Occasio-nally,Never,Satisfied,Not satisfied,Positive,Neutral,Negative,Male 15-24,Male 25-39,Male 40-54,Male 55+,Female 15-24,Female 25-39,Female 40-54,Female 55+,Almost daily,A few times a week,Occasionally,Never,Almost daily,A few times a week,Occasionally,Never,Almost daily,A few times a week,Occasionally,Never,1-3 days,4-7 days,Never,2h30 or less,2h31 to 5h30,5h31 to 8h30,8h31 or more,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TOTAL,28031,13524,14507,3640,6470,7031,10890,3640,4107,4599,4794,4118,4141,2630,84,3565,3649,8120,7535,8726,4694,11788,8518,2435,2184,3057,3379,6005,1528,1771,7672,2435,14176,3332,5948,1882,2372,8528,1675,8651,8857,5630,9491.0,5144.0,7767,2124,6762,18404,7050,4010,13022,2530,222,18692,9339,8208,12503,7288,20464,2704,4131,10184,1400,15849,598,3343,9982,7574,7132,3876,12152,4884,7119,11445,14705,15642,11152,7511,9828,4799,3371,13268,11258,23541,4233,11105,11374,4848,1875,3260,3520,4869,1766,3209,3511,6021,1990,9126,3945,12897,3840,8375,5782,9913,4918,10868,4196,8049,6417,17251,4178,4579,11326,8105,3275,1602,26389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1 jour,1433,722,711,161,322,414,537,161,198,256,281,229,194,113,9,156,165,427,439,402,225,651,436,89,138,172,176,366,51,91,350,89,792,196,241,86,90,347,70,454,534,254,482.0,296.0,401,118,329,952,327,205,711,117,13,980,453,453,683,290,1076,148,163,504,52,848,29,150,541,405,338,154,688,253,338,611,720,854,530,362,479,293,130,775,518,1233,178,491,707,214,86,175,218,243,75,146,195,294,42,533,277,580,117,449,520,344,140,635,378,280,1433,0,0,314,478,424,187,85,1336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1 day,0.05,0.05,0.05,0.04,0.05,0.06,0.05,0.04,0.05,0.05,0.06,0.06,0.05,0.04,0.11,0.04,0.05,0.05,0.06,0.05,0.05,0.06,0.05,0.04,0.06,0.06,0.05,0.06,0.03,0.05,0.05,0.04,0.06,0.06,0.04,0.05,0.04,0.04,0.04,0.05,0.06,0.04,0.05,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.04,0.05,0.06,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.05,0.05,0.04,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.04,0.06,0.05,0.05,0.04,0.04,0.06,0.04,0.05,0.05,0.06,0.05,0.04,0.05,0.06,0.05,0.02,0.06,0.07,0.04,0.03,0.05,0.09,0.04,0.03,0.06,0.09,0.04,0.22,- ,- ,0.07,0.04,0.05,0.06,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2 jours,2409,1264,1144,272,529,594,1013,272,322,425,376,344,406,262,10,335,345,745,638,681,417,1044,707,176,181,259,363,469,99,130,732,176,1299,228,483,164,199,739,107,768,758,456,865.0,464.0,623,182,605,1532,509,306,1223,258,19,1709,699,705,1103,601,1746,280,331,892,128,1336,54,261,924,705,518,319,1117,450,523,989,1297,1357,966,629,883,419,310,1186,904,2024,369,862,1051,445,141,291,337,495,131,238,257,518,59,911,486,952,161,885,660,699,191,1146,519,553,2409,0,0,359,902,795,292,144,2265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2 days,0.09,0.09,0.08,0.07,0.08,0.08,0.09,0.07,0.08,0.09,0.08,0.08,0.1,0.1,0.13,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.08,0.07,0.08,0.08,0.11,0.08,0.07,0.07,0.09,0.07,0.09,0.07,0.08,0.09,0.08,0.09,0.07,0.09,0.08,0.08,0.09,0.09,0.08,0.08,0.09,0.08,0.07,0.08,0.09,0.1,0.09,0.09,0.07,0.09,0.09,0.08,0.09,0.1,0.08,0.09,0.09,0.08,0.09,0.08,0.09,0.09,0.07,0.08,0.09,0.09,0.07,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.08,0.09,0.09,0.08,0.09,0.1,0.1,0.07,0.07,0.07,0.09,0.03,0.1,0.12,0.07,0.04,0.11,0.11,0.07,0.04,0.11,0.12,0.07,0.38,- ,- ,0.08,0.08,0.1,0.09,0.09,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3 jours,2575,1273,1302,321,572,676,1006,321,362,420,466,360,397,250,6,347,353,728,701,793,358,1137,812,209,208,257,373,547,136,135,709,209,1311,307,517,171,226,776,138,825,793,538,855.0,449.0,733,183,662,1648,638,427,1112,232,37,1768,808,748,1223,601,1854,301,343,939,103,1471,62,286,998,773,518,331,1232,462,550,1062,1350,1479,985,644,892,485,285,1321,955,2142,406,1004,1062,450,196,315,336,425,125,257,340,581,108,1051,453,959,282,984,568,735,334,1259,420,562,2575,0,0,406,1082,733,286,176,2397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3 days,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.07,0.1,0.1,0.09,0.09,0.09,0.07,0.1,0.09,0.09,0.1,0.08,0.11,0.09,0.09,0.07,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.11,0.08,0.09,0.17,0.1,0.09,0.09,0.1,0.08,0.09,0.11,0.08,0.09,0.07,0.09,0.1,0.09,0.1,0.1,0.07,0.09,0.1,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.08,0.1,0.08,0.09,0.1,0.09,0.09,0.09,0.1,0.1,0.09,0.09,0.07,0.08,0.1,0.1,0.05,0.12,0.11,0.07,0.07,0.12,0.1,0.07,0.07,0.12,0.1,0.07,0.4,- ,- ,0.09,0.1,0.09,0.09,0.11,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4 jours,2028,967,1061,294,442,468,824,294,287,304,319,310,331,182,3,242,244,649,490,644,316,844,642,190,143,239,264,351,99,136,607,190,994,258,440,134,177,648,104,650,602,436,690.0,370.0,531,127,486,1380,454,264,982,229,16,1352,676,558,914,556,1510,190,279,731,79,1195,23,256,757,574,441,280,903,421,423,853,1031,1176,751,598,659,378,218,1041,762,1699,314,860,802,323,156,214,241,356,138,228,227,467,96,856,307,763,263,713,480,561,307,976,313,431,0,2028,0,272,887,622,207,117,1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4 days,0.07,0.07,0.07,0.08,0.07,0.07,0.08,0.08,0.07,0.07,0.06,0.08,0.08,0.07,0.03,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.08,0.08,0.06,0.08,0.08,0.06,0.06,0.08,0.08,0.08,0.07,0.08,0.07,0.07,0.07,0.07,0.06,0.08,0.07,0.08,0.07,0.07,0.07,0.06,0.07,0.08,0.07,0.07,0.08,0.09,0.07,0.07,0.07,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.06,0.08,0.04,0.08,0.08,0.08,0.06,0.07,0.07,0.09,0.06,0.07,0.07,0.07,0.07,0.08,0.07,0.08,0.07,0.08,0.07,0.07,0.07,0.08,0.07,0.07,0.08,0.07,0.07,0.07,0.08,0.07,0.06,0.08,0.05,0.09,0.08,0.06,0.07,0.08,0.08,0.06,0.06,0.09,0.07,0.05,- ,0.12,- ,0.06,0.08,0.08,0.06,0.07,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5 jours,2956,1393,1563,468,754,786,948,468,472,546,522,427,345,176,7,247,254,790,864,1049,383,1218,986,328,197,419,382,722,151,159,597,328,1445,395,748,174,182,951,153,859,981,564,935.0,567.0,891,209,684,2001,731,409,1401,279,18,1939,1017,825,1277,854,2285,290,337,1108,101,1687,60,349,1117,874,616,438,1257,511,749,1244,1497,1768,1065,789,1126,464,359,1395,1183,2511,435,1224,1190,497,208,355,392,438,260,399,394,510,227,1038,433,1248,415,1009,697,828,535,1339,485,597,0,2956,0,454,1214,948,296,180,2774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5 days,0.11,0.1,0.11,0.13,0.12,0.11,0.09,0.13,0.11,0.12,0.11,0.1,0.08,0.07,0.08,0.07,0.07,0.1,0.11,0.12,0.08,0.1,0.12,0.13,0.09,0.14,0.11,0.12,0.1,0.09,0.08,0.13,0.1,0.12,0.13,0.09,0.08,0.11,0.09,0.1,0.11,0.1,0.1,0.11,0.12,0.1,0.1,0.11,0.1,0.1,0.11,0.11,0.08,0.1,0.11,0.1,0.1,0.12,0.11,0.11,0.08,0.11,0.07,0.11,0.1,0.1,0.11,0.12,0.09,0.11,0.1,0.1,0.1,0.11,0.1,0.11,0.09,0.11,0.12,0.1,0.11,0.1,0.1,0.11,0.1,0.11,0.1,0.1,0.11,0.11,0.11,0.09,0.15,0.12,0.11,0.08,0.11,0.11,0.11,0.1,0.11,0.12,0.12,0.08,0.11,0.12,0.12,0.07,- ,0.17,- ,0.1,0.11,0.12,0.09,0.11,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6 jours,1478,681,797,242,359,345,532,242,216,261,227,227,187,118,0,166,166,403,397,512,224,576,468,187,108,158,153,301,87,119,365,187,703,184,348,114,109,458,113,457,429,285,519.0,283.0,391,97,343,1008,361,218,700,125,12,945,533,360,602,516,1107,170,172,501,52,904,22,222,535,413,308,208,679,269,322,669,714,881,535,467,549,165,162,771,542,1269,205,693,542,219,102,180,172,228,140,179,174,304,136,534,213,590,206,479,372,414,279,665,222,313,0,1478,0,218,684,416,142,106,1371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6 days,0.05,0.05,0.05,0.07,0.05,0.05,0.05,0.07,0.05,0.06,0.05,0.05,0.04,0.05,- ,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.08,0.05,0.05,0.05,0.05,0.06,0.07,0.05,0.08,0.05,0.05,0.06,0.06,0.05,0.05,0.07,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.06,0.04,0.05,0.07,0.05,0.06,0.04,0.05,0.04,0.06,0.04,0.07,0.05,0.05,0.04,0.05,0.06,0.06,0.05,0.06,0.05,0.06,0.05,0.06,0.06,0.03,0.05,0.06,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.08,0.06,0.05,0.05,0.07,0.06,0.05,0.05,0.06,0.06,0.07,0.04,0.06,0.06,0.05,0.04,- ,0.09,- ,0.05,0.06,0.05,0.04,0.07,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
