Index,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Eurobarometer 88.4,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156
,,EU28,Man,Woman,,,,,,,,,,,,Before 1928,1928 - 1945,Total 'Before 1946',"1946 - 1964 ""BB""","1965 - 1980 ""X""","After 1980 ""Y""",,,,Still studying,Self- employed,Managers,Other white collars,Manual workers,House persons,Unemployed,Retired,Students,Married,Single living with a partner,Single,Divorced or separated,Widow,Single Household without children,Single Household with children,Multiple Household without children,Household with children,,,,,Most of the time,From time to time,Almost never/ Never,The working class,The lower middle class,The middle class,The upper middle class,The upper class,Yes,No,Rural village,Small/ mid size town,Large town,Everyday,Often/ Sometimes,Never,Mobile only,Landline only,Landline & mobile,No tel.,,,,,Strong,Medium,Low,Not at all,Agree,Disagree,Agree,Disagree,Left,Centre,Right,Fre-quently,Occasio-nally,Never,Satisfied,Not satisfied,Positive,Neutral,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TOTAL,28031,13524,14507,3640,6470,7031,10890,3640,4107,4599,4794,4118,4141,2630,84,3565,3649,8120,7535,8726,4694,11788,8518,2435,2184,3057,3379,6005,1528,1771,7672,2435,14176,3332,5948,1882,2372,8528,1675,8651,8857,5630,9491.0,5144.0,7767,2124,6762,18404,7050,4010,13022,2530,222,18692,9339,8208,12503,7288,20464,2704,4131,10184,1400,15849,598,3343,9982,7574,7132,3876,12152,4884,7119,11445,14705,15642,11152,7511,9828,4799,3371,13268,11258,23541,4233,11105,11374,4848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,La plupart du temps,2124,945,1179,230,518,630,746,230,316,399,433,341,268,138,3,222,225,584,688,627,590,996,364,101,100,46,177,541,165,478,517,101,783,339,488,267,240,778,216,501,621,585,588.0,348.0,604,2124,0,0,1127,466,414,19,1,1047,1077,605,936,576,1222,290,501,923,154,928,119,253,700,511,660,246,657,397,824,472,1513,689,1343,517,627,289,208,716,1192,917,1175,541,850,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Most of the time,0.07,0.07,0.08,0.06,0.08,0.09,0.07,0.06,0.08,0.09,0.09,0.08,0.06,0.05,0.04,0.06,0.06,0.07,0.09,0.07,0.13,0.08,0.04,0.04,0.05,0.02,0.05,0.09,0.11,0.27,0.07,0.04,0.05,0.1,0.08,0.14,0.1,0.09,0.13,0.06,0.07,0.11,0.06,0.07,0.08,1,- ,- ,0.16,0.12,0.03,0.01,0.01,0.06,0.12,0.08,0.07,0.08,0.06,0.11,0.12,0.09,0.11,0.06,0.2,0.08,0.07,0.07,0.09,0.06,0.05,0.08,0.12,0.04,0.1,0.04,0.12,0.07,0.06,0.06,0.06,0.05,0.11,0.04,0.28,0.05,0.08,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,De temps en temps,6762,3117,3644,828,1784,1901,2248,828,1135,1246,1305,971,856,422,5,579,584,1896,2073,2208,1231,3393,1479,424,543,409,1002,1784,522,620,1458,424,3227,921,1502,564,494,2020,541,1785,2362,1360,2038.0,1315.0,2049,0,6762,0,1962,1324,2979,259,8,4138,2624,1748,3164,1850,4735,786,1022,2990,284,3218,269,631,2682,1894,1554,702,2902,1276,1882,2270,4100,2953,3516,1759,2176,1139,614,3074,3048,4959,1708,2225,3048,1288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,From time to time,0.24,0.23,0.25,0.23,0.28,0.27,0.21,0.23,0.28,0.27,0.27,0.24,0.21,0.16,0.06,0.16,0.16,0.23,0.28,0.25,0.26,0.29,0.18,0.18,0.25,0.13,0.3,0.3,0.34,0.35,0.19,0.18,0.23,0.28,0.25,0.3,0.21,0.24,0.32,0.2,0.27,0.24,0.22,0.26,0.26,- ,1,- ,0.28,0.33,0.23,0.1,0.03,0.22,0.28,0.21,0.25,0.25,0.23,0.29,0.25,0.29,0.2,0.2,0.45,0.19,0.27,0.25,0.22,0.18,0.24,0.26,0.26,0.2,0.28,0.19,0.31,0.23,0.22,0.24,0.18,0.23,0.27,0.21,0.4,0.2,0.27,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pratiquement jamais\ jamais,18404,9095,9309,2341,4034,4367,7662,2341,2561,2871,2969,2725,2945,1992,74,2667,2740,5501,4620,5543,2764,7105,6571,1710,1513,2538,2129,3551,795,634,5534,1710,9900,2012,3727,1017,1575,5436,883,6213,5699,3562,6688.0,3305.0,4848,0,0,18404,3835,2172,9302,2193,209,13128,5276,5683,8076,4624,13969,1570,2506,6023,909,11282,189,2390,6365,4985,4664,2845,8315,3085,4159,8503,8711,11708,5987,5072,6877,3284,2470,9159,6698,17080,1236,8088,7201,2802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Almost never\ never,0.66,0.67,0.64,0.64,0.62,0.62,0.7,0.64,0.62,0.62,0.62,0.66,0.71,0.76,0.88,0.75,0.75,0.68,0.61,0.64,0.59,0.6,0.77,0.7,0.69,0.83,0.63,0.59,0.52,0.36,0.72,0.7,0.7,0.6,0.63,0.54,0.66,0.64,0.53,0.72,0.64,0.63,0.7,0.64,0.63,- ,- ,1,0.54,0.54,0.71,0.87,0.94,0.7,0.56,0.69,0.65,0.64,0.68,0.58,0.61,0.59,0.65,0.71,0.32,0.71,0.64,0.66,0.65,0.74,0.69,0.63,0.58,0.74,0.59,0.75,0.54,0.68,0.7,0.68,0.73,0.69,0.59,0.73,0.29,0.73,0.63,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Refus (SPONTANE),741,366,375,241,133,133,233,241,95,83,88,82,72,80,2,97,100,139,155,348,110,294,104,201,28,64,71,128,46,38,164,201,267,60,232,34,63,293,35,153,175,122,178.0,175.0,266,0,0,0,126,48,328,59,4,379,362,172,328,238,537,59,102,248,51,421,21,69,234,184,254,83,278,125,255,200,381,292,306,162,148,86,79,320,320,585,114,250,275,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Refusal (SPONTANEOUS),0.03,0.03,0.03,0.07,0.02,0.02,0.02,0.07,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.03,0.03,0.02,0.02,0.04,0.02,0.03,0.01,0.08,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.08,0.02,0.02,0.04,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.03,- ,- ,- ,0.02,0.01,0.03,0.02,0.02,0.02,0.04,0.02,0.03,0.03,0.03,0.02,0.02,0.03,0.04,0.03,0.03,0.02,0.02,0.02,0.04,0.02,0.02,0.03,0.04,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.03,0.03,0.03,0.02,0.03,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
