Index,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Eurobarometer 88.4,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156
,,UE28,Homme,Femme, 15-24, 25-39, 40-54, 55 +, 15-24, 25-34,35-44,45-54,55-64,65-74,75+,Avant 1928,1928 - 1945,Total 'Avant 1946',"1946 - 1964 ""BB""","1965 - 1980 ""X""","Après 1980 ""Y""",15-,16-19,20+,Tjs étudiant,Indépendants,Cadres directeurs,Autres employés,Ouvriers,Femmes/ hommes au foyer,Chômeurs,Retraités,Etudiants,Marié,Célibataire vivant en couple,Célibataire,"Divorcé ou 
séparé",Veuf,Mén. d’une pers. sans enfants,Mén. d’une pers. avec enfants,Mén. de plus. pers. sans enfants,Mén. de plus. pers. avec enfants,1,2.0,3.0,4+,La plupart du temps,De temps en temps,Pratiquement jamais/ Jamais,La classe ouvrière,La classe moyenne inférieure,La classe moyenne,La classe moyenne supérieure,La classe supérieure,Oui,Non,Village rural,Petite moyenne ville,Grande ville,Tous les jours,Souvent/ Parfois,Jamais,Portable unique-ment,"Fixe 
unique-ment",Fixe & portable,Pas de tel.,+ +,+,-,- -,Fort,Moyen,Faible,Pas du tout,D'accord,Pas d'accord,D'accord,Pas d'accord,Gauche,Centre,Droite,Fréquem-ment,Occasion-nellement,Jamais,Satisfait(e) ,Pas satisfait(e) ,Positive,Neutre,Négative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,-,-,,,,,,,,,,,,-,-,-,-,-,-,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-,-,-,,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EU28,Man,Woman,,,,,,,,,,,,Before 1928,1928 - 1945,Total 'Before 1946',"1946 - 1964 ""BB""","1965 - 1980 ""X""","After 1980 ""Y""",,,,Still studying,Self- employed,Managers,Other white collars,Manual workers,House persons,Unemployed,Retired,Students,Married,Single living with a partner,Single,Divorced or separated,Widow,Single Household without children,Single Household with children,Multiple Household without children,Household with children,,,,,Most of the time,From time to time,Almost never/ Never,The working class,The lower middle class,The middle class,The upper middle class,The upper class,Yes,No,Rural village,Small/ mid size town,Large town,Everyday,Often/ Sometimes,Never,Mobile only,Landline only,Landline & mobile,No tel.,,,,,Strong,Medium,Low,Not at all,Agree,Disagree,Agree,Disagree,Left,Centre,Right,Fre-quently,Occasio-nally,Never,Satisfied,Not satisfied,Positive,Neutral,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TOTAL,28031,13524,14507,3640,6470,7031,10890,3640,4107,4599,4794,4118,4141,2630,84,3565,3649,8120,7535,8726,4694,11788,8518,2435,2184,3057,3379,6005,1528,1771,7672,2435,14176,3332,5948,1882,2372,8528,1675,8651,8857,5630,9491.0,5144.0,7767,2124,6762,18404,7050,4010,13022,2530,222,18692,9339,8208,12503,7288,20464,2704,4131,10184,1400,15849,598,3343,9982,7574,7132,3876,12152,4884,7119,11445,14705,15642,11152,7511,9828,4799,3371,13268,11258,23541,4233,11105,11374,4848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Indépendants,2184,1360,823,51,609,964,560,51,339,543,691,454,92,14,0,21,21,659,1001,503,166,954,1029,0,2184,0,0,0,0,0,0,0,1410,311,259,159,35,329,124,606,1115,242,703.0,462.0,777,100,543,1513,302,248,1132,422,35,1701,483,710,924,550,1920,175,83,734,19,1404,27,450,868,521,345,451,1071,337,325,905,1212,1169,981,586,703,512,412,1135,634,1936,235,976,783,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Self-employed,0.08,0.1,0.06,0.01,0.1,0.14,0.05,0.01,0.08,0.12,0.15,0.11,0.02,0.01,- ,0.01,0.01,0.08,0.13,0.06,0.03,0.08,0.12,- ,1,- ,- ,- ,- ,- ,- ,- ,0.1,0.09,0.04,0.09,0.02,0.04,0.07,0.07,0.13,0.04,0.07,0.09,0.1,0.05,0.08,0.08,0.04,0.06,0.09,0.17,0.16,0.09,0.05,0.09,0.07,0.08,0.09,0.07,0.02,0.07,0.01,0.09,0.05,0.13,0.08,0.07,0.05,0.12,0.09,0.07,0.05,0.08,0.08,0.08,0.09,0.08,0.07,0.11,0.12,0.09,0.06,0.08,0.05,0.09,0.07,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cadres/directeurs,3057,1694,1362,103,1160,1238,555,103,688,878,832,492,42,21,0,37,37,690,1344,985,45,708,2268,0,0,3057,0,0,0,0,0,0,1908,464,452,173,48,514,158,787,1585,429,865.0,769.0,994,46,409,2538,185,248,1732,742,88,2250,807,723,1264,1070,2949,83,20,1079,22,1937,18,653,1282,697,425,745,1573,426,313,1614,1349,2175,824,1060,1099,622,673,1714,665,2885,157,1579,989,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Managers,0.11,0.13,0.09,0.03,0.18,0.18,0.05,0.03,0.17,0.19,0.17,0.12,0.01,0.01,- ,0.01,0.01,0.09,0.18,0.11,0.01,0.06,0.27,- ,- ,1,- ,- ,- ,- ,- ,- ,0.13,0.14,0.08,0.09,0.02,0.06,0.09,0.09,0.18,0.08,0.09,0.15,0.13,0.02,0.06,0.14,0.03,0.06,0.13,0.29,0.39,0.12,0.09,0.09,0.1,0.15,0.14,0.03,0.01,0.11,0.02,0.12,0.03,0.2,0.13,0.09,0.06,0.19,0.13,0.09,0.04,0.14,0.09,0.14,0.07,0.14,0.11,0.13,0.2,0.13,0.06,0.12,0.04,0.14,0.09,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Autres employés,3379,1591,1789,260,1294,1327,498,260,841,906,873,456,38,4,0,7,7,611,1492,1270,81,1755,1473,0,0,0,3379,0,0,0,0,0,1801,549,738,212,50,806,194,892,1458,512,929.0,873.0,1065,177,1002,2129,434,562,2003,281,12,2276,1103,828,1487,1059,3131,201,44,1516,23,1813,27,409,1388,991,591,427,1804,579,569,1568,1670,2032,1264,920,1232,671,373,1926,1062,3068,302,1453,1397,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other white collars,0.12,0.12,0.12,0.07,0.2,0.19,0.04,0.07,0.2,0.2,0.18,0.11,0.01,- ,- ,- ,- ,0.08,0.2,0.14,0.02,0.15,0.17,- ,- ,- ,1,- ,- ,- ,- ,- ,0.13,0.17,0.12,0.11,0.02,0.09,0.12,0.1,0.16,0.09,0.1,0.17,0.14,0.08,0.15,0.12,0.06,0.14,0.15,0.11,0.05,0.12,0.12,0.1,0.12,0.14,0.15,0.07,0.01,0.15,0.02,0.11,0.04,0.12,0.14,0.13,0.08,0.11,0.15,0.12,0.08,0.14,0.12,0.13,0.11,0.12,0.13,0.14,0.11,0.14,0.09,0.13,0.07,0.13,0.12,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ouvriers,6005,3181,2824,652,2028,2279,1045,652,1281,1500,1527,879,115,50,3,58,61,1246,2436,2262,781,3736,1342,0,0,0,0,6005,0,0,0,0,3187,945,1250,441,104,1385,410,1569,2563,853,1754.0,1287.0,2111,541,1784,3551,2174,996,2424,177,9,3553,2452,1923,2769,1305,4810,732,425,2721,89,3124,71,461,2181,1792,1571,513,2619,1097,1776,2231,3427,3121,2633,1399,2306,930,460,2803,2710,5046,899,2104,2806,957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Manual workers,0.21,0.23,0.2,0.18,0.31,0.32,0.1,0.18,0.31,0.32,0.32,0.21,0.03,0.02,0.03,0.02,0.02,0.15,0.32,0.26,0.17,0.32,0.16,- ,- ,- ,- ,1,- ,- ,- ,- ,0.22,0.28,0.21,0.23,0.04,0.16,0.25,0.18,0.29,0.15,0.19,0.25,0.27,0.25,0.26,0.19,0.31,0.25,0.19,0.07,0.04,0.19,0.26,0.23,0.22,0.18,0.24,0.27,0.1,0.27,0.06,0.2,0.12,0.14,0.22,0.24,0.22,0.13,0.22,0.22,0.25,0.2,0.23,0.2,0.24,0.19,0.24,0.19,0.14,0.21,0.24,0.21,0.21,0.19,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Femmes/hommes au foyer,1528,105,1423,110,380,382,657,110,238,270,254,330,198,129,1,186,187,503,446,392,500,697,296,0,0,0,0,0,1528,0,0,0,1075,148,101,60,128,161,128,418,805,129,473.0,282.0,644,165,522,795,533,248,601,69,10,1039,489,498,647,377,892,192,356,556,129,789,55,118,491,416,504,141,507,273,607,542,814,670,735,298,526,198,120,565,838,1167,337,503,688,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,House person,0.06,0.01,0.1,0.03,0.06,0.06,0.06,0.03,0.06,0.06,0.05,0.08,0.05,0.05,0.01,0.05,0.05,0.06,0.06,0.04,0.11,0.06,0.03,- ,- ,- ,- ,- ,1,- ,- ,- ,0.08,0.04,0.02,0.03,0.05,0.02,0.08,0.05,0.09,0.02,0.05,0.05,0.08,0.08,0.08,0.04,0.07,0.06,0.05,0.03,0.05,0.06,0.05,0.06,0.05,0.05,0.04,0.07,0.09,0.05,0.09,0.05,0.09,0.04,0.05,0.06,0.07,0.04,0.04,0.05,0.09,0.05,0.06,0.04,0.07,0.04,0.05,0.04,0.03,0.04,0.08,0.05,0.08,0.05,0.06,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chômeurs,1771,865,906,294,668,523,286,294,454,384,353,252,25,9,2,9,11,346,564,849,299,976,446,0,0,0,0,0,0,1771,0,0,580,326,645,171,34,665,185,379,527,348,477.0,353.0,593,478,620,634,759,313,573,37,0,808,963,534,812,424,1373,199,180,888,38,780,65,179,621,399,571,211,541,343,675,582,1050,788,884,479,521,227,192,622,948,1055,707,535,750,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Unemployed,0.06,0.06,0.06,0.08,0.1,0.07,0.03,0.08,0.11,0.08,0.07,0.06,- ,- ,0.02,- ,- ,0.04,0.08,0.1,0.06,0.08,0.05,- ,- ,- ,- ,- ,- ,1,- ,- ,0.04,0.1,0.11,0.09,0.02,0.08,0.11,0.04,0.06,0.06,0.05,0.07,0.08,0.23,0.09,0.04,0.11,0.08,0.04,0.02,- ,0.04,0.1,0.06,0.07,0.06,0.07,0.07,0.04,0.09,0.03,0.05,0.11,0.05,0.06,0.05,0.08,0.06,0.04,0.07,0.09,0.05,0.07,0.05,0.08,0.06,0.05,0.05,0.06,0.05,0.08,0.05,0.17,0.05,0.06,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Retraités,7672,3455,4217,3,78,307,7285,3,39,86,260,1251,3631,2403,79,3247,3326,4060,232,55,2822,2963,1664,0,0,0,0,0,0,0,7672,0,4114,272,653,634,1968,2883,373,3678,708,2867,3983.0,503.0,319,517,1458,5534,2385,1167,3242,490,50,5852,1821,2431,3519,1711,2976,1106,3019,1720,1058,4573,322,773,2073,2209,2618,1063,3136,1347,2126,2915,4125,4272,3052,2009,2712,1397,840,3436,3355,6116,1444,2680,3066,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Retired,0.27,0.26,0.29,- ,0.01,0.04,0.67,- ,0.01,0.02,0.06,0.31,0.88,0.91,0.94,0.91,0.91,0.5,0.03,0.01,0.6,0.25,0.2,- ,- ,- ,- ,- ,- ,- ,1,- ,0.29,0.08,0.11,0.34,0.83,0.34,0.22,0.43,0.08,0.51,0.42,0.1,0.04,0.24,0.22,0.3,0.34,0.29,0.25,0.19,0.23,0.31,0.2,0.3,0.28,0.23,0.15,0.41,0.73,0.17,0.75,0.29,0.54,0.23,0.21,0.29,0.37,0.27,0.26,0.28,0.3,0.25,0.28,0.27,0.27,0.27,0.28,0.29,0.25,0.26,0.3,0.26,0.34,0.24,0.27,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Etudiants,2435,1272,1163,2167,253,11,4,2167,227,32,5,3,1,0,0,1,1,5,19,2410,0,0,0,2435,0,0,0,0,0,0,0,2435,100,317,1851,31,6,1786,102,322,95,249,307.0,614.0,1265,101,424,1710,279,228,1315,312,18,1213,1222,562,1081,792,2413,15,6,971,23,1429,13,301,1078,550,507,324,901,482,728,1086,1057,1417,780,758,729,242,301,1068,1046,2268,151,1277,895,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Students,0.09,0.09,0.08,0.6,0.04,- ,- ,0.6,0.06,0.01,- ,- ,- ,- ,- ,- ,- ,- ,- ,0.28,- ,- ,- ,1,- ,- ,- ,- ,- ,- ,- ,1,0.01,0.1,0.31,0.02,- ,0.21,0.06,0.04,0.01,0.05,0.03,0.12,0.16,0.05,0.06,0.09,0.04,0.06,0.1,0.12,0.08,0.07,0.13,0.07,0.09,0.11,0.12,0.01,- ,0.09,0.02,0.09,0.02,0.09,0.11,0.07,0.07,0.08,0.07,0.1,0.1,0.09,0.07,0.09,0.07,0.1,0.07,0.05,0.09,0.08,0.09,0.1,0.04,0.11,0.08,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
