Index,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Eurobarometer 88.4,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185
,To be with friends,0.19,0.22,0.16,0.33,0.2,0.15,0.15,0.33,0.2,0.18,0.15,0.15,0.14,0.16,0.12,0.15,0.15,0.14,0.16,0.26,0.14,0.16,0.19,0.36,0.16,0.2,0.19,0.17,0.16,0.16,0.15,0.36,0.16,0.2,0.26,0.18,0.16,0.24,0.19,0.17,0.17,0.17,0.17,0.19,0.23,0.16,0.16,0.2,0.14,0.18,0.19,0.26,0.28,0.19,0.2,0.19,0.19,0.2,0.21,0.12,0.09,0.18,0.17,0.2,0.15,0.21,0.21,0.19,0.15,0.2,0.19,0.21,0.17,0.2,0.18,0.2,0.16,0.21,0.18,0.18,0.19,0.2,0.18,0.2,0.14,0.21,0.18,0.16,0.41,0.23,0.18,0.13,0.23,0.17,0.12,0.16,0.2,0.27,0.14,0.08,0.19,0.21,0.16,0.18,0.19,0.22,0.11,- ,0.19,0.19,0.16,0.15,0.19,0.21,0.22,0.39,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pour faire de nouvelles rencontres,1153,557,597,250,313,230,361,250,220,173,150,135,167,59,1,102,102,279,267,505,102,391,448,199,73,164,151,194,25,61,286,199,468,183,340,72,73,421,63,343,307,218,388.0,209.0,338,74,210,853,172,149,652,140,12,808,346,335,487,331,978,105,61,426,24,693,11,164,496,303,191,174,543,225,211,585,527,751,381,319,423,226,151,600,396,1052,101,536,428,176,147,162,107,141,103,151,122,220,152,752,140,105,229,573,261,90,298,732,123,0,258,797,94,160,502,364,111,203,950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,To make new acquaintances,0.06,0.05,0.06,0.08,0.06,0.04,0.05,0.08,0.07,0.05,0.04,0.05,0.06,0.05,0.03,0.06,0.06,0.05,0.05,0.07,0.04,0.05,0.06,0.09,0.04,0.06,0.06,0.04,0.03,0.05,0.06,0.09,0.05,0.07,0.07,0.06,0.06,0.07,0.06,0.06,0.05,0.06,0.06,0.05,0.06,0.06,0.05,0.06,0.04,0.06,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.07,0.06,0.06,0.03,0.06,0.04,0.06,0.05,0.06,0.07,0.06,0.04,0.06,0.06,0.06,0.05,0.07,0.05,0.06,0.05,0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.09,0.06,0.04,0.04,0.07,0.06,0.05,0.06,0.08,0.08,0.04,0.02,0.06,0.07,0.05,0.05,0.06,0.07,0.03,- ,0.05,0.06,0.06,0.05,0.06,0.06,0.05,0.13,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pour rencontrer des gens d’autres cultures,462,259,203,80,137,78,167,80,96,68,52,64,66,37,0,51,51,121,102,188,41,180,166,69,39,39,62,73,10,37,133,69,185,61,139,30,41,187,24,132,114,110,147.0,97.0,109,42,102,314,85,77,230,56,4,262,200,125,217,120,392,39,29,157,8,291,7,70,204,126,63,70,191,114,87,234,209,312,139,139,159,66,55,226,180,411,51,230,170,61,41,90,51,77,40,46,27,90,70,289,62,37,107,197,108,48,131,287,44,0,124,302,34,89,210,137,18,91,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,To meet people from other cultures,0.02,0.03,0.02,0.03,0.03,0.02,0.03,0.03,0.03,0.02,0.01,0.02,0.03,0.03,- ,0.03,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.01,0.03,0.03,0.03,0.02,0.02,0.03,0.02,0.04,0.03,0.02,0.02,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.03,0.03,0.03,0.02,0.01,0.02,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.01,0.03,0.04,0.03,0.02,0.01,0.03,0.02,0.02,0.02,0.03,0.03,0.01,- ,0.02,0.02,0.02,0.03,0.02,0.02,0.01,0.06,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pour améliorer vos performances physiques,5567,3003,2564,1190,1554,1259,1565,1190,1061,926,825,692,598,275,5,402,407,1293,1400,2467,453,1887,2262,901,438,877,733,1074,184,353,1006,901,2656,682,1578,303,239,1857,262,1542,1796,941,1677.0,1083.0,1866,289,917,4231,914,690,2847,795,75,3775,1792,1736,2278,1552,4814,379,337,2022,107,3399,38,925,2164,1558,919,1098,2762,788,919,2707,2538,3706,1650,1573,2104,1013,952,3053,1550,5064,467,2618,2158,730,728,873,665,737,462,681,594,827,740,3445,729,653,1174,2627,1247,499,1569,3436,561,0,1356,3850,337,755,2395,1769,577,542,5023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,To improve physical performance,0.28,0.29,0.27,0.38,0.31,0.24,0.24,0.38,0.32,0.27,0.24,0.25,0.23,0.22,0.22,0.22,0.22,0.24,0.25,0.35,0.2,0.23,0.32,0.41,0.25,0.34,0.28,0.25,0.24,0.29,0.22,0.41,0.27,0.26,0.33,0.25,0.21,0.31,0.24,0.25,0.28,0.26,0.25,0.28,0.31,0.24,0.22,0.3,0.22,0.26,0.29,0.36,0.4,0.28,0.28,0.28,0.25,0.32,0.3,0.22,0.18,0.29,0.18,0.28,0.16,0.35,0.29,0.28,0.22,0.35,0.3,0.22,0.22,0.31,0.25,0.31,0.23,0.28,0.29,0.3,0.35,0.3,0.22,0.29,0.22,0.31,0.27,0.23,0.43,0.33,0.24,0.23,0.33,0.29,0.24,0.24,0.37,0.38,0.18,0.13,0.31,0.31,0.22,0.26,0.32,0.32,0.13,- ,0.27,0.29,0.21,0.22,0.28,0.31,0.28,0.35,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pour être en meilleure forme,9439,4919,4520,1619,2518,2379,2922,1619,1666,1634,1598,1228,1109,585,8,821,829,2371,2590,3650,781,3491,3848,1209,794,1450,1307,1746,328,588,2017,1209,4513,1298,2468,563,480,2972,538,2860,2951,1685,3123.0,1766.0,2864,497,1684,7036,1552,1240,4878,1282,105,6387,3052,2704,4211,2524,8138,635,595,3178,191,6012,59,1424,3702,2569,1744,1658,4366,1721,1695,4357,4575,6101,3045,2774,3516,1663,1413,4926,3063,8608,798,4267,3569,1461,936,1338,1259,1386,683,1181,1120,1537,1127,5653,1450,1202,1836,4235,2354,997,2461,5818,1160,0,2345,6500,561,1298,4137,2914,990,952,8479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,To improve fitness,0.47,0.48,0.47,0.52,0.5,0.46,0.44,0.52,0.51,0.47,0.46,0.44,0.43,0.46,0.32,0.45,0.45,0.44,0.46,0.51,0.34,0.43,0.55,0.55,0.46,0.56,0.51,0.4,0.42,0.48,0.45,0.55,0.45,0.5,0.52,0.46,0.42,0.49,0.48,0.47,0.45,0.47,0.47,0.46,0.48,0.42,0.4,0.5,0.37,0.46,0.49,0.57,0.56,0.47,0.47,0.44,0.47,0.51,0.5,0.37,0.32,0.45,0.33,0.5,0.25,0.53,0.49,0.47,0.41,0.53,0.48,0.49,0.4,0.5,0.46,0.51,0.42,0.49,0.48,0.49,0.52,0.49,0.43,0.49,0.37,0.51,0.45,0.46,0.55,0.5,0.46,0.43,0.48,0.5,0.46,0.45,0.57,0.62,0.37,0.25,0.48,0.51,0.41,0.52,0.5,0.54,0.28,- ,0.47,0.49,0.35,0.38,0.49,0.51,0.49,0.62,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pour contrôler votre poids,4600,2311,2288,680,1331,1330,1259,680,843,922,896,629,480,150,1,260,261,1181,1418,1740,363,1652,2033,512,450,822,718,841,186,278,792,512,2253,706,1123,273,181,1298,279,1319,1640,741,1481.0,887.0,1490,275,935,3299,789,513,2430,653,59,3236,1363,1297,1995,1308,4115,239,227,1623,58,2889,30,754,1910,1129,806,806,2095,839,860,2152,2187,2898,1546,1413,1739,796,684,2378,1517,4175,411,2068,1794,679,341,642,700,629,339,689,630,630,586,2762,702,549,838,2205,1084,469,1149,2870,581,0,1128,3183,273,609,1946,1426,561,473,4120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,To control your weight,0.23,0.22,0.24,0.22,0.26,0.26,0.19,0.22,0.26,0.27,0.26,0.23,0.19,0.12,0.02,0.14,0.14,0.22,0.25,0.24,0.16,0.2,0.29,0.23,0.26,0.32,0.28,0.19,0.24,0.23,0.17,0.23,0.23,0.27,0.24,0.22,0.16,0.22,0.25,0.22,0.25,0.21,0.22,0.23,0.25,0.23,0.22,0.23,0.19,0.19,0.24,0.29,0.31,0.24,0.21,0.21,0.22,0.27,0.26,0.14,0.12,0.23,0.1,0.24,0.13,0.28,0.25,0.21,0.19,0.26,0.23,0.24,0.2,0.25,0.22,0.24,0.22,0.25,0.24,0.23,0.25,0.24,0.21,0.24,0.19,0.24,0.22,0.21,0.2,0.24,0.26,0.2,0.24,0.29,0.26,0.18,0.29,0.3,0.18,0.11,0.22,0.26,0.19,0.24,0.23,0.26,0.14,- ,0.22,0.24,0.17,0.18,0.23,0.25,0.27,0.31,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pour améliorer votre estime de soi ,2425,1187,1239,491,748,598,588,491,508,426,412,287,200,101,1,137,138,512,673,1103,176,803,1034,379,215,453,332,407,93,159,388,379,980,380,759,176,102,874,163,652,708,497,715.0,502.0,711,166,432,1778,449,340,1155,338,47,1603,822,659,1033,734,2137,146,130,943,64,1389,30,406,1002,595,423,457,1123,435,411,1215,1095,1632,695,760,915,421,401,1301,718,2171,242,1139,940,322,277,377,304,229,215,371,294,359,353,1494,329,249,539,1085,580,216,723,1425,278,0,583,1700,133,376,972,794,249,279,2145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,To improve your self-esteem,0.12,0.11,0.13,0.16,0.15,0.12,0.09,0.16,0.15,0.12,0.12,0.1,0.08,0.08,0.03,0.08,0.07,0.09,0.12,0.15,0.08,0.1,0.15,0.17,0.12,0.17,0.13,0.09,0.12,0.13,0.09,0.17,0.1,0.15,0.16,0.14,0.09,0.15,0.15,0.11,0.11,0.14,0.11,0.13,0.12,0.14,0.1,0.13,0.11,0.13,0.12,0.15,0.25,0.12,0.13,0.11,0.12,0.15,0.13,0.08,0.07,0.13,0.11,0.11,0.13,0.15,0.13,0.11,0.1,0.15,0.12,0.12,0.1,0.14,0.11,0.14,0.1,0.14,0.12,0.12,0.15,0.13,0.1,0.12,0.11,0.13,0.12,0.1,0.16,0.14,0.11,0.07,0.15,0.16,0.12,0.11,0.18,0.16,0.08,0.05,0.14,0.13,0.1,0.11,0.15,0.13,0.07,- ,0.12,0.13,0.08,0.11,0.12,0.14,0.12,0.18,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pour développer de nouvelles compétences,1318,763,555,456,423,244,195,456,303,215,150,97,66,32,0,51,51,168,289,810,63,351,459,425,111,200,157,206,23,66,129,425,427,241,499,81,33,549,64,327,341,192,357.0,272.0,497,84,257,926,184,151,668,221,9,751,567,333,624,361,1213,65,32,541,16,740,22,195,644,290,189,201,605,255,257,654,596,877,390,439,429,220,184,680,452,1205,111,694,456,155,273,258,137,95,183,165,107,100,202,892,145,79,341,629,232,114,444,786,88,0,283,931,95,206,515,432,152,244,1073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,To develop new skills,0.07,0.07,0.06,0.15,0.08,0.05,0.03,0.15,0.09,0.06,0.04,0.03,0.03,0.03,- ,0.03,0.03,0.03,0.05,0.11,0.03,0.04,0.07,0.19,0.06,0.08,0.06,0.05,0.03,0.05,0.03,0.19,0.04,0.09,0.1,0.07,0.03,0.09,0.06,0.05,0.05,0.05,0.05,0.07,0.08,0.07,0.06,0.07,0.04,0.06,0.07,0.1,0.05,0.06,0.09,0.05,0.07,0.07,0.08,0.04,0.02,0.08,0.03,0.06,0.09,0.07,0.09,0.05,0.04,0.06,0.07,0.07,0.06,0.07,0.06,0.07,0.05,0.08,0.06,0.06,0.07,0.07,0.06,0.07,0.05,0.08,0.06,0.05,0.16,0.1,0.05,0.03,0.13,0.07,0.04,0.03,0.1,0.1,0.04,0.02,0.09,0.08,0.04,0.06,0.09,0.07,0.02,- ,0.06,0.07,0.06,0.06,0.06,0.07,0.07,0.16,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pour l’esprit de compétition,1063,831,233,354,324,240,145,354,245,177,141,71,42,32,0,40,40,146,247,631,39,349,412,254,96,201,159,215,9,44,86,254,388,201,363,53,20,383,52,267,322,142,299.0,190.0,433,59,180,780,134,125,538,187,12,630,433,281,483,299,976,53,31,441,8,601,13,177,497,247,142,145,500,247,171,487,543,668,360,282,397,225,130,585,348,973,89,465,411,178,286,244,193,107,68,79,47,38,190,730,97,46,221,472,241,124,314,665,85,0,270,713,71,172,405,306,172,296,766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,For the spirit of competition,0.05,0.08,0.02,0.11,0.06,0.05,0.02,0.11,0.07,0.05,0.04,0.03,0.02,0.03,0.01,0.02,0.02,0.03,0.04,0.09,0.02,0.04,0.06,0.12,0.06,0.08,0.06,0.05,0.01,0.04,0.02,0.12,0.04,0.08,0.08,0.04,0.02,0.06,0.05,0.04,0.05,0.04,0.05,0.05,0.07,0.05,0.04,0.06,0.03,0.05,0.05,0.08,0.06,0.05,0.07,0.05,0.05,0.06,0.06,0.03,0.02,0.06,0.01,0.05,0.06,0.07,0.07,0.04,0.03,0.05,0.05,0.07,0.04,0.06,0.05,0.06,0.05,0.05,0.05,0.07,0.05,0.06,0.05,0.05,0.04,0.06,0.05,0.06,0.17,0.09,0.07,0.03,0.05,0.03,0.02,0.01,0.1,0.08,0.02,0.01,0.06,0.06,0.04,0.06,0.06,0.06,0.02,- ,0.05,0.05,0.04,0.05,0.05,0.05,0.08,0.19,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pour mieux vous intégrer dans la société,723,404,319,191,225,132,175,191,154,113,90,78,66,31,0,40,40,155,148,380,57,277,223,156,41,74,83,180,23,29,136,156,283,116,230,52,29,276,34,205,194,129,207.0,138.0,248,66,163,472,147,104,324,99,6,441,282,224,329,170,631,46,42,277,7,430,9,97,304,190,133,105,333,131,153,351,331,446,244,199,250,126,94,367,258,657,65,383,229,94,129,132,68,76,62,94,64,99,118,439,85,80,184,328,148,62,235,433,55,0,138,522,59,159,321,186,51,125,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,To better integrate into society,0.04,0.04,0.03,0.06,0.04,0.03,0.03,0.06,0.05,0.03,0.03,0.03,0.03,0.02,- ,0.02,0.02,0.03,0.03,0.05,0.02,0.03,0.03,0.07,0.02,0.03,0.03,0.04,0.03,0.02,0.03,0.07,0.03,0.04,0.05,0.04,0.02,0.05,0.03,0.03,0.03,0.04,0.03,0.04,0.04,0.06,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.03,0.04,0.04,0.04,0.03,0.04,0.03,0.02,0.04,0.01,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.05,0.03,0.03,0.08,0.05,0.02,0.02,0.04,0.04,0.03,0.03,0.06,0.05,0.02,0.02,0.05,0.04,0.03,0.03,0.05,0.04,0.01,- ,0.03,0.04,0.04,0.05,0.04,0.03,0.03,0.08,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Autre (SPONTANE),1677,876,801,164,337,519,657,164,209,300,348,271,254,132,8,182,190,544,539,405,326,823,432,60,185,137,142,569,62,99,424,60,896,217,301,116,133,429,121,505,608,332,548.0,277.0,521,174,421,1030,548,241,647,140,8,1155,523,626,704,347,1159,165,283,612,76,945,45,178,507,501,490,216,699,294,469,566,997,869,744,371,621,274,174,767,731,1352,313,621,664,350,65,157,307,348,98,181,213,310,98,190,393,996,424,505,639,110,482,557,638,0,326,1098,238,323,719,401,183,47,1630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other (SPONTANEOUS),0.08,0.08,0.08,0.05,0.07,0.1,0.1,0.05,0.06,0.09,0.1,0.1,0.1,0.1,0.33,0.1,0.1,0.1,0.1,0.06,0.14,0.1,0.06,0.03,0.11,0.05,0.06,0.13,0.08,0.08,0.09,0.03,0.09,0.08,0.06,0.09,0.12,0.07,0.11,0.08,0.09,0.09,0.08,0.07,0.09,0.15,0.1,0.07,0.13,0.09,0.07,0.06,0.04,0.09,0.08,0.1,0.08,0.07,0.07,0.1,0.15,0.09,0.13,0.08,0.19,0.07,0.07,0.09,0.12,0.07,0.08,0.08,0.11,0.06,0.1,0.07,0.1,0.07,0.08,0.08,0.06,0.08,0.1,0.08,0.14,0.07,0.08,0.11,0.04,0.06,0.11,0.11,0.07,0.08,0.09,0.09,0.05,0.02,0.1,0.2,0.11,0.06,0.11,0.06,0.1,0.05,0.15,- ,0.06,0.08,0.15,0.1,0.09,0.07,0.09,0.03,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NSP,627,314,312,63,121,168,274,63,89,91,110,115,106,54,5,71,76,223,157,172,111,311,157,34,43,39,45,191,30,43,202,34,309,85,125,39,62,188,37,211,183,148,222.0,119.0,139,46,159,376,190,112,258,23,0,387,240,201,309,117,385,122,101,252,43,317,15,32,220,165,210,46,307,107,167,243,312,319,255,184,176,95,44,308,265,480,130,211,234,155,21,71,92,130,42,50,76,144,22,53,150,394,134,194,248,39,141,219,267,0,165,362,87,141,227,159,56,6,621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DK,0.03,0.03,0.03,0.02,0.02,0.03,0.04,0.02,0.03,0.03,0.03,0.04,0.04,0.04,0.19,0.04,0.04,0.04,0.03,0.02,0.05,0.04,0.02,0.02,0.02,0.01,0.02,0.04,0.04,0.04,0.04,0.02,0.03,0.03,0.03,0.03,0.05,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.02,0.04,0.04,0.03,0.05,0.04,0.03,0.01,0,0.03,0.04,0.03,0.03,0.02,0.02,0.07,0.05,0.04,0.07,0.03,0.06,0.01,0.03,0.03,0.05,0.01,0.03,0.03,0.04,0.03,0.03,0.03,0.04,0.03,0.02,0.03,0.02,0.03,0.04,0.03,0.06,0.02,0.03,0.05,0.01,0.03,0.03,0.04,0.03,0.02,0.03,0.04,0.01,0.01,0.04,0.08,0.04,0.02,0.04,0.02,0.03,0.02,0.06,- ,0.03,0.03,0.05,0.04,0.03,0.03,0.03,0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
